sent	sentiment
['가족', '친구', '결혼', '하', '물어봐서', '신경', '쓰여']	3
['결혼', '하', '외로울까']	1
['아버지', '실직', '하', '내', '돈', '벌', '한다고', '생각']	4
['짜증', '나', '일', '생겼']	2
['모임', '거절', '나', '잊', '봐', '아무', '나', '찾', '않', '당황']	1
['죽', '지', '몰라서', '짜증', '나']	2
['학창', '시절', '내', '괴롭힌', '친구', '나', '찾아와서', '화', '내', '울', '후회']	5
['노후', '준비', '위해', '아파트', '분양', '받', '하']	2
['내', '선배', '김', '과장', '회사', '잘렸']	5
['관심', '아내', '병', '악화', '거', '같', '나', '화', '나']	2
['나', '부모', '감사']	0
['당뇨', '주사', '맞', '되', '주사', '비', '걱정']	3
['당뇨', '걸렸', '가지', '합병증', '생길까', '걱정', '이']	5
['담배', '피', '말', '했', '봐', '건강', '악화']	1
['아이', '공부', '못하', '운동', '해서', '다행', '이']	0
['친구', '싸웠', '싸웠', '혼란']	1
['누나', '나', '쏘아붙이', '말', '들으면', '누나', '나', '가족', '여기', '않', '것', '같']	5
['아빠', '내', '물건', '막']	5
['결혼', '나이', '되', '나', '하', '싶']	1
['속', '화', '쌓여서', '화병', '걸렸', '하']	2
['공부', '했', '생각', '노력', '끝', '나온', '결과', '여서', '우울']	5
['선생', '숙제', '내줘서', '짜증', '나']	2
['부모', '결혼', '성화', '야']	0
['지인', '중', '업무', '스트레스', '돌연사', '사람', '있', '마음', '무거워']	3
['학과', '지원', '몰라서', '친구', '지원', '학과', '지원', '합격', '당황']	3
['이거', '생각', '것', '달라', '결과물', '이래도', '되', '불안']	3
['다음', '달', '출산', '예정일', '인데', '이제', '옛날', '돌아갈', '수', '없', '게', '슬퍼']	5
['친구', '남자', '친구', '꽃다발', '주', '청혼', '내', '남친', '청혼', '대해', '말', '없', '부럽']	1
['아내', '자궁', '쪽', '이상', '생겨서', '수술', '해야', '하', '대신', '아파', '줄', '수', '없', '마음', '아파']	5
['일', '아니', '원', '대학', '가', '건데']	2
['요즘', '나이', '들', '사람', '상대', '게', '힘', '드', '것', '같', '내', '상황', '때문', '인지', '몰라도', '나', '옷차림', '외모', '신경', '쓰이', '것', '같', '불편', '거', '같']	1
['오빠', '도전', '영상', '공모전', '입상', '해서', '기분', '좋']	0
['최근', '용돈', '주식', '투자', '손실', '이', '슬퍼']	5
['적금', '금리', '떨어져', '돈', '모으', '힘들']	2
['내', '관절염', '있', '파스', '샀', '다음', '날', '보', '묶음', '할인', '하', '뭐', '야']	4
['얼마', '전', '남편', '자금', '봤', '나', '돈', '달', '해서', '화', '나']	2
['있', '정년퇴직', '인데', '무엇', '하', '살', '고민', '이']	3
['은퇴', '후', '퇴직금', '모아', '두', '돈', '장사', '시작', '장사', '돼']	5
['집', '와서', '작업', '할', '업무', '있', '데', '깜빡하', '서류', '회사', '두', '왔']	1
['나', '건강', '관리', '하', '것', '같', '걱정']	3
['수익', '좋', '펀드', '라', '하', '노후', '준비', '겸', '펀드', '가입', '돈', '부', '돈', '하나', '건지', '됐']	4
['직장', '출근', '때', '마', '외모', '생각', '신경', '쓰여']	1
['남편', '살', '나', '거짓말', '한', '적', '번', '없']	0
['나', '따돌렸', '친구', '좋', '대학', '붙', '애', '좋', '대학', '가', '좋', '인생', '살', '된다고', '생각', '구역', '이']	2
['부장', '일', '주일', '전', '부탁', '일', '있', '잊어먹', '있', '생각', '나', '당혹']	1
['혼자', '싫', '집', '근처', '문화', '센터', '나갔', '그곳', '외롭', '있']	1
['내', '건강', '좋', '져서', '걱정', '많']	3
['나', '당황', '일', '생겼']	1
['나', '노후', '자금', '주식', '투자', '하', '데', '방어', '인', '입장', '이']	2
['우리', '딸', '졸업', '하', '기업', '취업', '해서', '엄마', '자랑']	0
['며느리', '반신', '불구', '된', '나', '수발', '들', '아이']	5
['과장', '나', '의도', '속인', '것', '같', '실망', '커']	1
['우리', '회사', '들어온', '신입', '번', '알려', '줬', '실수', '반복']	2
['나이', '들', '결혼', '수', '있', '걱정']	5
['날', '괴롭히', '애', '없', '졌으면', '좋', '생각', '들']	2
['회장', '아들', '나이', '어린데', '부장', '온다는데', '나', '뭐', '지']	5
['집', '주인', '허락', '집', '들락날락거리', '게', '싫']	2
['내', '병', '걸렸', '치료', '어렵']	5
['남편', '잡혀', '갈까', '봐', '걱정', '돼']	3
['나', '괴롭', '한', '사람', '자신', '똑같', '사람', '만났', '좋']	2
['사', '십', '대', '후반', '인데', '은퇴', '라니', '우울']	5
['날', '괴롭히', '애', '집', '살', '내', '비참']	1
['연애', '나', '혼자', '야']	4
['믿', '친구', '실망']	5
['나', '친구', '싸웠']	4
['몸', '변해도', '게', '당뇨병', '때문', '인', '것', '같', '불안']	3
['아이', '대화', '줄어드', '고민', '이', '아이', '고민거리', '있', '모르']	5
['사실', '나', '대해', '그', '가진', '오해', '우리', '관계', '지속', '못하', '만들']	4
['감사', '아이', '우리', '바랐', '딸', '이']	0
['육', '개월', '야', '취업', '하', '집', '놀', '있', '게']	5
['우리', '부모', '나', '사랑', '않', '것', '같']	4
['대표', '나', '부르', '나', '대학원', '보내', '주', '제안', '했', '나', '한', '단계', '발전', '기회', '라', '기뻐']	0
['나', '준비', '했으니', '이번', '시험', '만점', '받', '거', '야']	0
['이번', '건강', '검진', '고지혈증', '이', '나와', '당황']	1
['노후', '적금', '들', '있', '통장', '확인', '당혹']	3
['인생무상', '이', '어제', '선배', '죽', '선배', '생각', '눈물', '나']	5
['건강', '검진', '결과', '생각', '좋', '나오', '않']	5
['아들', '돈', '빌려다', '전화', '와서', '된다고', '해버렸', '속상하', '해']	2
['이게', '일', '이']	1
['부모', '바쁘', '요즘', '동생', '집', '둘', '시간', '보내', '있', '부모', '내', '집안일', '해', '주', '바라']	4
['기침', '심해져']	3
['좋', '일', '생겼']	0
['나', '부끄럽']	1
['아이', '죽', '나', '아내', '앓', '세상', '하직']	4
['내', '병원', '입원', '있', '동안', '병', '원비', '걱정', '이', '아들', '결제', '줬']	0
['수능', '시험', '날짜', '다가올수록', '마음']	3
['나', '프로젝트', '상관없', '업무', '맡겨', '짜증', '나', '속상해']	4
['슬프', '우울']	5
['회의', '있', '일', '때문', '기분', '좋']	4
['나', '괴롭혔', '놈', '치킨', '사업', '돼서', '화', '나']	2
['아내', '눈', '수술', '하', '시력', '회복', '산', '바다', '가', '할', '거', '야']	0
['앞', '먹', '살', '걱정', '된다']	4
['좋', '학교', '동기', '선배', '날', '좋', '한다고', '고백']	0
['집중', '할', '수', '있', '공부', '법', '발견', '만족']	0
['친구', '나', '모르', '좋', '한다고', '해버렸', '친구', '놀릴', '거', '같']	1
['나', '이상', '우울']	5
['동네', '분', '하', '말다툼', '했']	3
['퇴사', '후', '집', '놀', '남편', '정신', '차리', '일', '나가', '안심', '이']	0
['나중', '병', '걸릴지', '모르', '데', '친한', '친구', '돈', '모아', '둘', '걸', '그랬', '친구', '부러워']	1
['건강', '관리', '잔소리', '화나']	2
['날씨', '건조', '지', '기관지염', '심해져서', '가습기', '주문', '주일', '오', '않', '있', '화', '나']	2
['부모', '내', '학업', '한다고', '하', '하']	3
['부모', '이혼', '않', '대', '다행', '이']	0
['얘', '동생', '싸운다', '던데', '우린', '아냐', '동생', '나', '사이', '좋']	0
['새로운', '직장', '들어갔', '내', '기대', '곳', '아니']	5
['우리', '집', '재산', '적', '집', '아줌마', '어울리', '못해', '나', '모양', '일까']	1
['요즘', '티브이', '뉴스', '보여서', '딸', '귀가', '늦', '나쁜', '일', '당할까', '봐', '두려워']	3
['졸업', '지', '삼', '년', '인데', '취업', '못해']	2
['내', '죽', '남겨질', '가족', '때문', '두렵', '슬퍼']	3
['아내', '괴로워', '하', '내', '해', '줄', '수', '있', '게', '없', '힘들']	4
['부모', '뒷받침', '주', '덕분', '내', '가', '싶', '대학', '갈', '수', '있', '것', '같']	0
['친하', '않', '회사', '직원', '소개팅', '해', '주', '해서', '당황']	1
['엄마', '결혼', '잔소리', '짜증', '나']	3
['회사', '애서', '일', '개인', '책임지', '하', '게', '말', '돼']	2
['내', '회사', '면접', '보', '왔', '한', '거', '같']	0
['친구', '명', '때문', '괴로워']	4
['회사', '자금난', '허덕이', '상사', '무리', '일', '시키', '건지', '모르']	5
['부모', '본', '여자', '친구', '마음', '들', '하']	0
['친한', '친구', '경쟁', '시험', '공부', '하', '해서', '나', '기분', '나빠']	2
['일', '처리', '늦', '끝내', '상사', '소리', '들', '줄', '알', '마무리']	0
['사람', '어울리', '시간', '좋', '마음', '들']	0
['사람', '자신', '이익', '위해', '친구', '사귀', '것', '같', '우정', '이', '것', '존재', '않', '거', '야']	5
['친구', '남자', '소개', '줬', '마음', '드', '거', '야']	5
['오늘', '통', '심해서', '병원', '갔']	0
['다니', '병원', '알', '된', '할아버지', '있', '말', '통해서', '좋']	0
['이번', '성적', '떨어졌', '부모', '눈치', '보여']	1
['우리', '딸', '전자', '담배', '피우', '걸렸', '전화', '와서', '충격', '이']	4
['속', '좋', '않', '점심', '먹', '저녁', '먹', '좋']	4
['선생', '따돌림', '문제', '해결', '주', '거', '라고', '믿', '걸', '후회']	5
['올해', '들', '월급', '제날짜', '나와서', '스트레스', '받', '며칠', '밀리', '하', '일부', '나올', '때', '있']	3
['사', '동안', '좋', '사람', '만나', '왔', '그', '내', '죽음', '슬퍼하', '않', '좋']	0
['내', '가난', '태어나', '않', '행복']	4
['가족', '내', '일', '간섭', '싫', '방문', '닫']	2
['작년', '회사', '은퇴', '후', '공사장', '일', '걸', '아이', '창피', '하', '당황']	1
['요즘', '직장', '내', '스트레스', '엄청나']	5
['내', '진행', '팀', '프로젝트', '내', '이름', '적혀', '있', '않', '당황']	4
['친구', '나', '따돌려']	3
['십', '억', '모았', '내', '원', '삶', '살', '수', '있', '되']	0
['부모', '싸우', '걱정', '이']	3
['이번', '이력서', '냈', '떨어졌']	5
['얼마', '전', '보험', '설계사', '연락', '왔', '보험', '설계', '돼', '은퇴', '후', '받', '금액', '적', '거', '야']	1
['요즘', '밖', '나다니', '게', '조심']	3
['퇴근', '하', '상사', '나', '일거리', '들', '오', '화', '나']	2
['건강', '살', '위해', '운동', '할까', '하', '걸', '하', '좋']	3
['내', '중국', '구입', '온', '건강', '식품', '친구', '좋', '하', '않', '봐', '초조']	3
['길', '가', '보', '학생', '나쁜', '것', '가르치', '어른', '보', '화', '나']	1
['나', '우리', '동네', '사', '축', '속해', '기뻐']	0
['일', '때문', '스트레스', '받', '그런지', '자도', '피곤']	2
['예전', '입원', '손자', '병문안', '왔었']	4
['애인', '나', '만날', '때', '운동복', '입', '나와서', '실망', '이']	5
['이번', '직장', '합격', '하', '가', '싶', '곳', '이', '말', '이', '원하', '있']	2
['난', '일', '하', '칭찬', '동료', '돌아가', '기분', '좋']	4
['학교', '가', '않', '아무', '연락', '오', '않', '외롭']	4
['나', '노인', '이', '건강']	4
['내', '못나', '아내', '자식', '고생', '시킨', '게', '마음', '걸리']	4
['사기', '돈', '잃', '뻔', '친구', '덕분', '피해', '입', '않', '다행', '이']	0
['허리', '수술', '했', '회의', '이']	3
['난', '사람', '어울리', '게', '힘들', '내', '업무', '자신', '있', '사람', '어울리', '것', '내', '약점', '같']	3
['동기', '회장', '숨겨진', '아들', '이', '고백']	5
['잦', '변비', '때문', '병원', '가', '관장', '받', '쑥스럽']	1
['몸', '좋', '손자', '돌보', '어려운데', '놀이공원', '손자', '잃어버릴까', '봐', '불안']	2
['우리', '부모', '나', '부모', '아니', '충격', '받']	4
['의사', '내시경', '통해', '제거', '할', '대장암', '조직', '부위', '나', '보여', '줬']	2
['손자', '희', '귀병', '걸려서', '병', '원비', '드', '내', '도움', '돼서', '한']	4
['일', '년', '나', '왕따', '무리', '징계', '받']	0
['친구', '빌린', '교과서', '물', '쏟', '버렸', '친구', '화낼', '것', '같']	1
['팀장', '날', '싫', '한다는', '뒷얘기', '들', '난', '팀장', '좋', '생각', '당황']	3
['나', '충격', '받', '일', '있']	4
['임용', '고시', '떨어졌', '봤', '생각', '슬퍼']	4
['대화', '하', '아내', '내', '말', '끊', '자기', '말', '해']	4
['딸', '욕', '하', '모습', '보', '충격', '받']	4
['친구', '과거', '세탁', '하', '모두', '속이', '살', '있']	4
['나', '이', '되', '일', '없']	3
['친구', '오랜만', '보', '건데', '갈', '수', '없', '고민']	3
['친한', '친구', '뒤', '나', '욕하', '다녔', '듣', '충격', '받']	4
['달', '약', '먹', '낫', '않', '화', '나', '의사', '분풀이', '하', '말']	1
['우리', '회사', '조퇴', '하루', '종일', '걸려서', '불편']	2
['사람', '나', '퇴원', '열등', '들']	1
['집', '주인', '월세', '하루', '라도', '밀리', '귀찮', '독촉', '짜증', '나']	2
['며칠', '전', '건강', '검진', '받', '결과', '좋']	3
['직장', '상사', '때문', '힘들']	1
['며칠', '전', '심장', '문제', '생겨', '심근', '경색', '입원', '병원', '밥', '맛', '없', '짜증', '나']	2
['병원', '갔', '내', '고도', '비', '이래']	3
['상심', '크']	2
['학원', '돌아오', '나', '엄마', '불평', '집', '데려와', '주']	0
['내', '병원', '입원', '후', '친구', '번', '찾아오', '하', '아무', '찾아오', '않']	4
['우울', '마음', '들', '견디', '힘들']	5
['사고', '후유증', '장애', '생겼', '사람', '나', '피하', '게', '실망']	5
['이르', '하', '승진', '시험', '도전', '거', '야']	0
['내', '애인', '안다고', '생각', '이해', '할', '행동', '했']	5
['자식', '학비', '버', '몸', '상했', '자식', '아픈', '나', '병', '원비', '보태', '않']	4
['수입', '없', '지출', '일', '있', '한숨', '나와']	4
['나이', '은퇴', '나이', '됐']	4
['내', '이기', '싶', '친구', '시험', '성적', '나와서', '기분', '좋']	0
['나이', '되', '결혼', '하', '스스로', '보여']	1
['건강', '챙긴다는', '것', '귀찮', '일', '인', '것', '같']	2
['등산', '갔', '왔', '회원', '나', '부러워했']	0
['나', '삼', '십', '대', '인데', '친구', '다르', '결혼', '생각', '없', '안일']	0
['취업', '하', '적성', '찾', '못하', '나', '이러', '것', '같', '마음', '해']	3
['대학', '가', '집', '놀', '먹', '아들']	1
['늙', '돈', '없', '아픈', '곳', '없', '우울']	5
['마흔', '되', '노후', '준비', '생각', '괴로워']	4
['서류', '넣', '연락', '오', '데', '없', '취업', '못할', '거', '란', '생각', '들', '슬퍼']	5
['나이', '들', '귀', '얇', '지나', '봐', '노인', '돈', '없', '비싼', '의료', '기기', '샀']	1
['내', '돈', '내', '쓰', '것', '대해', '자녀', '불만', '많']	2
['곁', '있', '사람', '나', '믿', '지지', '줘']	0
['부모', '공부', '했어도', '나', '쉽', '좋', '성적', '받', '텐데']	5
['손자', '학교', '먹', '게임', '하', '떡', '목', '걸려', '죽', '원통', '비통']	5
['고등학교', '올라온', '뒤', '중학교', '친구', '연락', '끊겨서', '슬퍼']	5
['결혼', '행복', '살', '수', '있']	3
['나', '심장', '떨리', '무서워']	3
['요즘', '경제', '불황', '지속', '있', '일자리', '구하', '힘들']	2
['건강', '자신', '있', '할', '일', '남', '죽음', '있', '생각']	0
['엄마', '우', '내', '진로', '생각', '보', '하', '슬펐']	5
['친구', '의사', '결혼', '질투', '나']	4
['사람', '내', '애인', '관해', '물', '보', '난', '대답', '자신', '없']	1
['난', '다음', '주가', '시험', '인', '줄', '알', '알', '보', '내일', '이', '공부', '한', '과목', '남']	3
['이번', '시험', '풀', '답안지', '밀려', '써서', '짜증', '나']	2
['우울', '학교', '반', '애', '피', '공', '얼굴', '맞추', '실수', '인', '척하', '웃', '말', '한', '내', '바보', '같', '생각', '눈물', '나']	5
['짜증', '나', '공부', '해야', '하', '건데']	2
['남편', '청소', '않', '구역', '나']	2
['아픈데', '아무', '나', '신경', '써', '주', '사람', '없']	5
['직장', '사수', '괜한', '걸로', '트집', '잡', '나', '괴롭히', '않', '불안']	3
['연인', '내', '실', '쪄서', '떨어진다는', '말', '들', '슬퍼']	5
['괴롭히', '상황', '친구', '나', '모른', '체']	4
['아들', '말', '심하', '한', '것', '같', '후회']	1
['우리', '어머니', '연세', '여든', '넘', '건강']	0
['내', '기쁜', '날', '인', '것', '같']	0
['마누라', '주식', '돈', '날렸', '크', '날릴', '줄', '몰랐']	2
['반', '이야기', '있', '상위', '친구', '매점', '갔']	1
['남편', '성가', '셔', '귀찮', '지경', '이']	2
['날', '따돌렸', '친구', '반', '되', '기뻐']	0
['젊', '살', '걸', '그랬']	3
['샤워', '데', '동생', '욕실', '불', '꺼버렸']	3
['운동', '쉽', '않']	5
['혈압', '있', '약', '먹', '하', '챙겨', '먹', '혈압', '올라간', '내']	1
['내', '선배', '대신', '주말', '출근', '해서', '속상해']	4
['종교', '힘', '크', '큰가', '봐']	0
['아이', '괴롭힘', '당하', '것', '때문', '난', '좋', '대학', '갈', '거', '야']	1
['나', '할머니', '몫', '회비', '냈']	4
['기말고사', '가채점', '결과', '나왔', '생각', '수학', '과목', '성적', '낮', '당황']	1
['내', '고백', '받', '주', '때', '기뻐서', '심장', '터질', '것', '같']	0
['이거', '배운', '지', '년', '취업', '되', '있']	5
['친구', '밥', '먹', '내', '시킨', '음식', '친구', '먹', '화', '났']	2
['아내', '소리', '질러서', '스트레스', '받']	2
['컨디션', '좋', '져서', '퇴원', '수', '있', '줄', '알', '의사', '경과', '보', '해서', '기분', '상했']	5
['아버지', '누나', '챙겨', '줘서']	2
['취업', '준비', '하', '친구', '있', '나', '합격', '하', '친구', '떨어졌']	1
['회사', '좋', '회사', '높', '연봉', '이직', '제의', '들어와서', '기뻐']	0
['건강', '검진', '결과', '이상', '좋', '나왔', '다행', '이']	0
['사장', '힘든', '일', '많', '나', '눈치채', '맛있', '점심', '사', '주']	0
['연애', '하', '이젠', '결혼', '하', '싶', '져']	0
['딸', '취업', '생각', '없', '보여', '남편', '내', '딸아이', '생활', '앞', '책임져야', '할지', '모르']	2
['내', '여자', '친구', '친한', '친구', '바람', '났', '세상', '믿', '사람', '하나', '없']	4
['유학', '갔', '딸', '공부', '마치', '귀국', '기다려', '져']	0
['내', '결혼', '생각', '사람', '이별', '통보', '받', '충격', '이']	4
['직장인', '국민', '연금', '노후', '준비', '많', '부분', '차지', '데', '정부', '연금', '정책', '대해', '실망', '배신감', '느껴']	4
['남편', '간', '수치', '높', '저녁', '회식', '들어오', '했']	2
['동안', '고생', '아내', '준비', '노후', '자금', '반', '주', '해', '기쁘', '신']	0
['맡', '프로젝트', '하', '편', '인데', '상사', '별것', '아닌', '걸로', '트집', '잡']	4
['회사', '전쟁터', '같']	5
['사회', '버려진', '기분', '이']	1
['나이', '들', '사람', '만나', '것', '힘드']	5
['회사', '집', '반복', '인', '일', '하', '지겹']	3
['나', '나중', '후회', '똑같', '일', '저지르', '것', '같']	5
['쉬운', '문제', '틀린', '걸', '보', '나', '바보', '해']	2
['아플', '때', '곁', '간호', '주', '남편', '감사', '신뢰', '들']	0
['시험', '공부', '했', '시험', '점수', '나와서']	4
['올해', '결산', '회사', '올해', '매출', '실적', '낮', '놀랐']	4
['문화', '센터', '나가']	1
['동생', '울', '내', '기저귀', '갈', '해서', '나', '일', '것', '같', '화', '나']	2
['아빠', '휴대폰', '봤', '엄마', '나눈', '메시지', '나', '친척', '집', '보내', '얘기', '걸', '봤']	3
['노후', '준비', '삼', '층', '완벽', '해', '놓', '걱정', '없']	0
['요새', '눈물', '나']	5
['이번', '프로젝트', '완벽', '준비', '거', '같', '기분', '좋']	0
['성적', '나오', '친구', '나', '따돌림', '시킬까봐', '걱정']	3
['힘들']	4
['아이', '친구', '때렸']	5
['건강', '위해', '새로운', '익스트림', '스포츠', '체험', '좋', '흥분', '감출', '수', '없']	0
['아빠', '나', '보', '대학', '얘기', '해', '부담']	2
['막내', '대화', '때', '비속어', '사용', '당혹']	3
['부부', '모임', '나가', '데', '입', '옷', '없']	1
['내', '아내', '내', '아파도', '배려', '해', '줘서', '감사']	0
['말', '되', '얘기', '하', '하', '믿', '수', '당황']	1
['시험', '달', '정도', '남', '정도', '면', '여유', '있', '것', '같']	0
['나', '이', '없']	2
['남자', '친구', '사랑', '이제', '그', '믿', '못할', '것', '같']	2
['직장', '해고', '새로운', '직장', '찾', '못할', '것', '같', '두려워']	3
['불황', '오', '친구', '보증', '서', '준', '것', '불안', '후회', '있']	5
['친구', '다른', '건', '하나', '하', '게임', '해']	1
['피곤', '쓰러질까', '봐', '걱정']	3
['취업', '진로', '대해서', '생각', '것', '구역', '날', '것', '같']	2
['하루', '종일', '일', '해도', '입', '풀칠', '못하', '수준', '이', '슬퍼']	5
['중요', '사람', '식사', '하', '도중', '나', '모르', '방귀', '크', '나와서', '부끄러웠']	1
['슬퍼', '예전', '가볍', '들', '물건', '들', '수', '없', '질', '때', '무력', '느껴']	4
['속상하']	4
['큰', '애', '기업', '취직']	0
['부모', '오빠', '학원', '보내', '줘', '나', '보내', '주']	3
['펀드', '매니저', '도움', '자산', '전하', '투자', '마음', '편해졌']	0
['이번', '우리', '딸', '의대', '합격', '뭐', '야', '기뻐']	0
['딸', '챙겨', '먹', '했', '영양제', '먹', '있', '데', '괜찮', '것', '같', '기뻐']	0
['우리', '가족', '건강', '내', '책임지', '있', '내', '건강']	0
['대학', '동기', '수업', '때', '가', '하', '지각', '해서', '나', '피해', '줘']	1
['우리', '엄마', '가정', '무심', '것', '같']	2
['재산', '나눠', '준', '뒤', '자식', '병상', '있', '나', '찾아오', '않', '속상해']	5
['아픈', '곳', '없', '건강', '나이', '많', '등산', '동호회', '가입', '거절', '당', '슬퍼']	5
['출장', '가', '하', '시간', '퇴근', '시간', '맞물려', '업무', '보', '되', '누구', '기분', '좋', '않']	2
['법률', '바뀌', '따라가', '힘들', '회사', '나', '내칠', '것', '같', '슬퍼']	5
['나', '여자', '친구', '좋', '결혼', '싶']	2
['요즘', '몸', '아프', '마음', '태어날', '손자', '생각', '기뻐']	2
['내', '대학교', '전과', '과', '있', '내년', '사라진다']	3
['소개팅', '했', '상대방', '나', '전화', '번호', '주', '왜지']	5
['건강', '좋', '않', '자괴감', '들', '화', '나']	5
['마흔', '넘', '주식', '시작', '불안']	3
['삶', '힘들', '결혼', '아이', '낳', '사', '것', '연애', '힘든', '현실', '이']	5
['남편', '병원', '가', '했', '가', '되', '당황']	1
['나', '남편', '나', '떠날까', '봐', '두려워']	3
['나', '내성', '인데', '사교성', '좋', '직장', '동료', '만나', '적응', '되', '감사']	0
['아이', '학교', '친구', '다퉜', '집', '오', '풀', '죽', '있', '스트레스', '받']	3
['가족', '다음', '주', '여행', '가', '했', '교통사고', '당했']	5
['내', '쑥떡', '만들', '갔', '맛보', '않', '버려서', '상처', '받']	4
['반년', '만', '아빠', '만나', '비행기', '결항', '오', '보', '싶']	5
['돈', '없', '상황', '친구', '아내', '병', '원비', '빌려', '주', '했']	0
['아', '사람', '중', '짜증', '나', '부러운', '이상', '애', '있']	1
['내', '상사', '내', '일', '자기', '했', '보', '한', '거', '있', '사람', '그럴', '수', '있']	2
['자식', '농담', '아프', '버릴', '거', '라', '말']	4
['친구', '말', '걸', '나', '피해', '친구', '나갔']	1
['병원', '혹', '제거', '입원', '나', '같', '병', '가진', '환자', '수술', '했', '뭐', '야']	4
['남편', '나', '못하', '무언가', '숨기', '마음', '들', '불안']	3
['살', '보', '세상', '이해', '할', '일', '없', '난', '우리', '아이', '뭘', '해도', '이해', '기다리', '되', '것', '같']	0
['부모', '어린', '동생', '챙기', '나', '관심', '없', '힘들']	4
['적', '나이', '아닌데', '결혼', '준비', '됐', '남자', '친구', '때문', '괴로워']	4
['아들', '하', '행동', '보', '내', '원', '대로', '되', '않', '것', '같', '마음', '상해']	5
['내', '맡', '프로젝트', '대해', '박', '과장', '트집', '잡', '화', '나', '나', '경력', '짧']	2
['동생', '열', '나', '부모', '걱정', '많']	5
['우리', '부부', '시험관', '시술', '끝', '임신', '성공']	0
['단순', '코골이', '라고', '생각', '의사', '수면', '무호흡', '증', '진단', '받', '당황']	1
['폐', '좋', '않', '보', '감기', '치명', '이', '겨울', '조심', '있']	2
['여자', '출산', '강요', '문화', '싫']	3
['친구', '다닐', '때', '친구', '큰', '소리', '말', '모르', '사람', '인', '것', '떨어져', '걷', '되']	1
['오', '십', '이', '코', '앞', '인데', '승진', '되', '동기', '승진']	4
['장사', '돼서', '폐업', '할까', '생각', '중', '인데', '불안']	3
['모아', '놓', '돈', '없', '은퇴', '얼마', '남', '않', '걱정', '이']	3
['부부', '동반', '모임', '갖', '아내', '참석', '않', '해서', '속상해']	4
['고등학교', '진학', '새로운', '친구', '만나', '초조']	3
['남자', '친구', '결혼', '해서', '고민', '이', '결혼', '생각', '없', '터', '라', '혼란']	3
['회사', '하', '일', '생산', '인', '것', '거', '같']	5
['내', '재정', '노후', '설계', '받', '마음', '들', '기뻐']	0
['친구', '술자리', '모이', '싸움', '나', '스트레스', '받']	3
['며칠', '전', '소개팅', '잘생긴', '남자', '였', '문자', '보냈', '남자', '답장', '없']	1
['건강', '검진', '결과', '나왔', '알려', '주', '좋', '사람', '안달', '나', '해']	2
['사람', '연애', '하', '나', '연애', '해', '봤']	1
['직장', '누명', '쓰', '잘렸', '화', '나', '밤', '잠', '와']	2
['할머니', '돌아가', '슬퍼', '할머니', '하늘', '편안', '좋']	5
['난', '평소', '전화', '대화', '상황', '취약', '회사', '전화', '업무', '맡', '힘들']	3
['딸', '혈변', '본다고', '전화', '왔', '어디', '아픈', '거', '면']	3
['아침', '식탁', '맛없', '녹즙', '올라와', '있', '걸', '보', '밥맛', '없', '밥', '먹', '싫']	5
['친구', '만났', '하', '부럽']	4
['사람', '말', '사람', '보', '기분', '나빠']	2
['감기', '달', '사', '겨울', '되', '심해졌', '귀찮', '죽']	2
['내', '건강', '악화', '좌절']	2
['준비', '보고서', '제출', '하', '소리', '들', '며칠', '고생', '할', '판', '이']	2
['퇴직금', '적립', '펀드', '수익', '올랐']	0
['내', '싫', '하', '친구', '애', '맞', '도와', '달', '내', '바짓가랑이', '붙잡', '귀찮', '짜증', '났']	2
['이번', '연휴', '우리', '성과급', '준대']	0
['남편', '친구', '빚보증', '섰', '엎', '버리', '싶']	2
['행복', '언니', '식', '재료', '보내', '줬']	0
['오늘', '야근', '가족', '밥']	3
['회사', '나', '신뢰', '것', '같', '그건', '기분', '좋']	0
['나', '따돌린', '친구', '퇴학', '처리', '거', '래', '속']	0
['사', '십', '살', '인데', '결혼', '해서', '불안']	3
['친한', '친구', '죽음', '나', '좌절']	2
['고지혈증', '진단', '받', '고기', '먹', '스트레스', '이만저만', '아니']	3
['나이', '들', '봐']	5
['혈압', '있', '내', '결혼', '해서', '자식', '없', '사', '친척', '연락', '해', '이번', '혈압', '때문', '번', '쓰러졌', '주위', '날', '도울', '사람', '없', '게', '외로웠']	4
['친구', '어머님', '밥', '먹', '가', '해서', '먹', '데', '기분', '나빴']	5
['학교', '따돌림', '당해도', '난']	0
['실수', '했', '부장', '들키', '넘어갔']	0
['시어머니', '우리', '아기', '이', '주', '동안', '돌봐', '주']	0
['상사', '자기', '아들', '만나', '보', '소개', '주', '해서', '성가', '셔']	2
['시험', '보', '배', '아파', '져서', '짜증', '나']	2
['이번', '사장', '내', '질병', '때문', '나', '뽑', '거', '야', '내', '신세', '슬퍼']	5
['도시', '삶', '지쳐서', '시골', '정착', '건강', '지', '기분', '들']	0
['나이', '드', '기억', '해', '지', '건망증', '심해', '지', '것', '같', '걱정', '이']	5
['부동산', '투기', '돈', '벌', '돼서', '기쁜', '데', '주변', '시선', '그렇']	1
['직장', '친한', '동기', '둔대', '아쉽', '슬퍼']	5
['내', '학교', '폭력', '때', '방관', '하', '친구', '날', '도와', '주', '한편', '두렵', '행복']	5
['친구', '목표', '있', '나', '하', '것', '없']	1
['백화점', '갔', '직원', '무시', '화', '나']	2
['내', '좋', '한다던', '애', '놀이공원', '가', '했']	0
